74295_2_001,1,0,1,0,0,0,1
176318_1_E2_00001,0,1,1,0,1,0,0
34562_1_E2_001,1,0,1,1,0,0,0
290723a7_y_0001,0,1,1,0,0,0,0
80804_1_E2_001,1,1,0,1,0,0,0
qub4-1_1_001,0,1,0,0,0,1,0
226714c8_x0001,0,1,1,0,1,0,0
91286_2_001,0,1,0,1,0,0,0
179492_3_00001,1,1,1,0,1,0,0
T2091_E2_1_001,0,0,1,0,0,0,1
231382a1_z0001,0,0,1,0,0,0,0
16472_1_001,1,1,1,0,0,0,1
sal9_p11_1_001,1,1,0,0,0,0,0
158220_1_E1_00001,1,0,1,0,1,1,0
INDE9gly-peak.0001,0,1,0,1,0,0,0
185556_2_001,1,1,1,0,0,0,1
127124_1_E2_001,1,0,1,0,0,0,0
10641_3_E2_001,1,0,0,0,0,0,0
200362_1_E2_00001,0,1,0,0,0,0,0
mly7-11_1_001,0,1,1,0,0,0,0
196606_1_E1_00001,1,1,1,0,1,0,0
18058_2,1,1,1,0,0,1,0
IDP04297-1_Se_B,0,1,0,0,0,0,0
201069_1_E1_00001,1,1,1,0,1,0,0
120358_1_E1_001,0,1,1,1,0,0,0
jtp5-6,1,1,0,1,0,0,0
T1588-822_101_E1_001,0,1,0,0,0,0,0
37581_1_E1_001,0,1,1,0,0,0,1
151759_2_00001,1,0,1,0,1,0,0
54510_1_E2_001,1,1,0,0,0,0,0
ymq0-4,0,1,0,1,0,0,0
11504_2_E1_001,0,1,0,1,0,0,0
IDP05245_4GVO.0001,1,1,1,0,0,0,0
168670_1_E1_0001,1,0,1,0,1,0,0
idp2451-n3_B,0,1,0,1,0,0,0
215778c6_y0001,0,0,1,0,0,0,0
108484_2_001,1,1,1,0,0,0,1
image_x0001,0,1,1,0,0,0,0
125998_1_E2_001,0,0,1,0,0,0,0
81605_2_001,0,0,1,0,0,1,0
142756_1_E2_0001,1,0,1,0,0,0,0
NY28_10set3,0,1,0,0,0,0,0
8989_1_001,1,1,0,0,0,0,0
149934_1_0001,1,1,1,0,0,0,1
katm_17_1,1,0,0,0,0,1,0
198553_1_E1_00001,1,0,1,0,0,0,0
apc4542_DNA24_B1_c2_1_0001,1,0,0,0,0,0,1
227318b6_y0001,1,0,1,0,1,0,0
idp1318-C3-anl2-gly.0001,0,1,0,0,0,0,0
peak-1.0002,0,1,0,1,0,0,0
52052_3_001,1,0,1,0,0,0,1
75526_1_001,1,1,1,0,0,0,0
xgy3-11_2_001,1,1,1,0,1,0,0
84291_1_E1_001,1,1,1,0,0,0,1
53059_1_E2_001,1,1,1,0,0,0,0
T3695_2_E1_001,0,0,0,0,0,0,0
94284_1_E2,1,0,1,0,0,0,0
96723_3_E2,1,1,0,0,0,0,0
152274_1_E1_0001,0,1,1,0,0,0,0
IDP01441-J-3-C,0,0,0,0,0,1,0
dcb16_9_1_001,1,1,1,0,0,0,0
tstm2268_nat1,0,1,0,0,0,0,0
24045_1_E2_001,1,0,1,0,0,0,0
230048a2_y0001,0,0,1,0,0,0,0
205032_1_00001,1,1,1,0,1,0,0
89921_2_001,0,0,1,0,0,1,0
60587_1_E2_001,1,1,0,0,0,0,0
29753_1_E1_001,0,0,0,0,0,1,0
95462_1_E2,0,1,0,0,0,1,0
vmh0-9,1,1,0,0,0,0,0
mnm_e_jcsg_e1_ki_ax0801,0,0,1,0,0,0,0
T3337_2_001,0,1,1,0,0,0,1
HEuTCH2b1_6_000,1,0,1,0,0,0,1
58458_1_E1,1,1,0,1,0,0,0
149539_1_E2_0001,0,1,1,0,0,0,1
IDP01133_crystal1_1_0001,1,1,1,0,0,1,0
118400_1_E2_001,1,0,1,0,0,0,0
165065_1_E2_0001,1,0,1,0,0,0,0
CAA0003_18Nov16_n5_collect_0001,0,0,1,0,0,0,0
IDP91778-9,1,1,0,0,0,0,0
208434_1_00001,1,1,1,0,1,1,0
87869_1_E2_001,1,0,1,0,0,0,0
mvx8-9,1,1,0,0,0,0,0
95390_1_E1,1,1,1,0,0,0,1
125158_2_001,1,0,1,0,0,0,0
195823_1_E2_00001,0,0,1,0,1,0,0
56038_1_E2_001,0,0,1,1,0,1,0
93729_3_E2,1,1,0,0,0,0,1
A0751-278,0,1,1,0,0,0,0
apc110172.8a,1,1,0,0,0,0,0
idp91106d,0,0,0,1,0,1,0
ren0-2,0,1,0,1,0,1,0
120919_2_001,1,0,1,0,0,0,0
185801_1_E1_001,1,0,1,0,0,0,1
100666_1_E2_001,0,1,1,0,0,0,0
a1d5g3-peak.0001,0,1,0,0,0,0,0
53398_1_E2_001,1,0,1,0,0,0,1
200149_1_E1_00001,1,1,1,0,0,0,0
99049_1_E1_001,0,0,1,0,0,0,0
47595_1_E2_001,1,0,1,1,0,0,0
114310_1_E1_001,0,1,1,0,0,0,1
95182_1_E2,1,0,1,0,0,0,1
Phen1,0,1,0,0,0,0,0
idp026381-3,0,1,0,0,0,0,0
p4_2_001,0,1,0,0,0,0,0
225934h6_x0001,0,0,1,0,1,0,0
64790_1_E1,0,1,1,0,0,0,0
173022_1_E1_0001,1,1,0,0,0,0,0
IDP91778-9anob,0,1,1,1,0,0,0
idp00766a,1,0,0,0,0,1,0
10863_2_E1_001,1,0,0,0,0,1,0
114340_2_001,1,1,1,0,0,0,1
85557_1_001,0,1,1,1,0,0,0
44931_2_001,1,1,1,0,0,0,1
166551_1_E1_0001,0,1,0,0,0,0,0
11c12p3_1_E2_091,0,1,1,0,1,1,0
44338_4_001,1,0,0,0,0,0,1
15521_2_001,0,1,0,0,0,0,0
204157b3_ax0001,0,0,1,0,0,0,0
IDP04248-1,0,1,0,0,0,1,0
IDP90718_3N4K.0001,1,0,1,0,0,0,0
33758_2_001,1,0,1,0,0,0,0
am2h3g.0001,0,1,1,0,0,0,0
9172_1_E1_001,1,1,0,0,0,0,0
idp04323-4,0,1,0,0,0,1,0
T2972_1_E2_001,0,0,0,0,0,1,0
qdq9-9,1,1,0,0,0,0,0
64132_2,0,1,0,0,0,0,0
10270_1_E3_001,1,0,0,0,0,1,0
13185_2_E2_001,1,1,1,0,0,0,0
Puck10-2,0,1,0,0,0,0,0
ProlWT_Mut0_HR_1_00001,0,1,1,0,1,0,0
102352_1_E1_001,1,1,0,0,0,0,1
22369_2_001,1,0,1,0,0,0,0
151192_1_E2_0001,1,0,1,0,0,0,1
96698_2,0,0,0,0,0,0,0
89033_1_E1_001,1,1,1,0,0,0,1
138569_2_0001,1,0,1,0,0,0,1
IDP05451-2,1,1,0,0,0,0,0
59519_1_E2_001,0,0,0,0,0,0,0
173580_1_0001,1,0,1,0,1,0,0
197295_2_00001,0,1,0,0,1,0,0
101464_2_001,0,1,0,0,0,0,0
iyg6-15_11_001,0,0,0,0,0,1,0
96990_1_E1,0,1,1,0,0,0,1
10401_1_001,1,1,1,0,0,0,0
105648_1_E1_001,1,0,1,0,0,0,1
11921_5_E1_001,1,0,1,0,0,0,0
139727_1_E2_0001,0,1,0,0,0,0,1
84338_1_E2_001,1,0,1,0,0,1,0
185556_1_E2_001,1,1,0,0,0,0,1
101975_1_E2_001,1,0,1,0,0,0,0
106817_1_E1_001,1,0,1,0,0,1,1
172170_1_00001,0,0,1,0,1,1,0
133954_1_E2_0001,1,1,1,0,0,0,0
57205_1_E1_001,1,1,1,0,0,0,0
26972_2_001,1,0,1,0,0,1,0
147306_1_0001,0,0,1,0,0,0,1
59460_3_E1_001,0,0,0,0,0,1,0
IDP02154-1,0,1,0,0,0,1,0
awp3-4,1,1,0,0,0,0,0
xBs1.0001,0,1,0,1,0,0,0
mccf_wizA4_ASAsoak_gly.0001,0,0,1,0,0,0,0
88378_1_E1_001,0,0,0,0,0,1,1
257764c5_y0001,1,1,1,0,0,0,0
170800_3_001,0,0,0,1,0,0,0
94235_1_E2,0,1,1,0,0,0,1
7797_1_001,0,1,1,0,0,0,0
139819_2_0001,0,1,1,0,0,0,1
74428_2_001,0,1,1,1,0,0,0
81722_1_001,1,0,1,0,0,0,0
113277_3_001,0,1,1,0,0,0,1
ktz2-6,0,1,0,0,0,0,0
35270_1_E2,0,1,0,0,0,0,0
18574_2_001,1,1,0,0,0,0,0
114053_2_001,1,1,0,0,0,0,1
119761_1_E2_001,0,1,1,0,0,0,1
117797_1_E2_001,1,0,1,0,0,0,0
25011_2_E1_001,1,0,1,0,0,1,0
IDP04461_ZD2_10_1_00002,0,1,0,0,0,0,0
18058_5,1,1,1,0,0,0,0
nib9-12_1_001,1,0,1,0,0,1,0
sacol_1320-2infl_B,0,1,0,0,0,0,0
187718_1_E1_001,0,1,0,0,0,0,1
168220_1_E2_0001,1,1,1,0,0,0,0
oxi7-1_real,0,1,1,1,0,1,0
171931_1_00001,0,1,0,0,0,0,0
idp2781-3,0,1,0,0,0,0,0
idp00749_3PGY.0001,1,1,0,0,0,0,0
93611_2_E2,0,1,0,0,0,0,1
C8_6_8_00001,0,0,1,0,0,0,0
12283_3_001,1,1,0,0,0,0,0
115674_2_001,1,0,1,0,0,0,0
13Feb15_n1_collect_0001,0,0,1,0,0,0,0
102581_1_E2_001,1,1,1,0,0,0,1
21629_2_E2_001,1,0,1,0,0,1,0
r1-2_1_1_001,1,1,0,0,0,0,0
T3702_1_E3_001,1,0,0,0,0,0,0
206697_1_E2_00001,1,0,1,0,0,0,0
147192_2_0001,0,1,1,0,0,0,1
152803_2_0001,1,0,1,0,0,0,0
98036_1_E1_001,1,1,1,0,0,0,0
60763_1_E1_001,0,1,0,0,0,0,0
53076_2_001,0,1,0,1,0,0,0
134804_1_E2_0001,1,0,1,0,0,0,1
175921_1_E1_00001,1,0,1,0,1,0,0
T169_1_E1_001,0,1,0,0,0,0,0
A6_1_1,0,1,0,0,0,1,0
TM1782B4_2_001,0,1,0,1,0,0,0
B27_ok1,0,1,0,0,0,0,0
idp90922ad,0,1,1,0,0,0,0
234284b5_y1001,1,0,1,0,0,0,0
134276_1_0001,1,0,1,0,0,0,1
34621_2,0,1,0,0,0,0,0
178832_1_00001,1,1,1,0,0,0,0
IDP01493_MN3-B3_1a_2_0001,0,1,0,0,0,0,0
163108_2_0001,1,1,1,0,0,0,0
61258_1_E2_001,1,0,0,0,0,0,0
35664_2_001,1,0,1,0,0,0,0
60302_1_E1_001,0,1,0,0,0,0,0
70568_1_E1_001,0,1,0,0,0,0,0
70093_1_E1_001,0,1,1,1,0,0,0
91667_1_E1_001,1,1,1,0,0,0,1
113277_1_E2_001,0,1,1,0,0,0,1
ejy2-10_1_001,0,1,0,0,0,0,0
81567_2_001,0,0,1,1,0,0,0
o9_4.0001,1,1,1,0,0,0,0
205370d6_x0001,1,0,1,0,1,0,0
91082_1_E1_001,0,0,1,0,0,0,0
nui1-5_1_001,1,0,1,0,0,0,0
idp05539_4E16.0501,1,1,0,1,0,0,0
IDP06286-1,1,1,0,0,0,0,0
prv7-6,0,1,0,1,0,0,0
dzb0-7_5_001,1,1,0,0,0,0,0
17848_1,1,0,1,0,0,0,0
11933_2_001,0,0,0,1,0,0,0
201927_1_E2_00001,0,1,1,0,1,0,0
rhamnosemix_1_a,0,1,0,0,0,0,0
aak7-1,0,1,0,0,0,0,0
123431_1_E2_001,0,1,1,0,0,0,0
p46p2_1_001,1,0,1,0,1,0,0
KH12_2s1,0,1,0,1,0,0,0
apc110119g,1,1,0,0,0,0,0
63791_2,0,1,1,0,0,0,0
idp01656b,0,1,0,1,0,0,0
18095_1_E2_001,0,1,0,0,0,0,0
51451_2_001,1,0,1,0,0,0,0
9258_2_001,0,1,0,0,0,0,0
105648_2_001,1,0,1,0,0,0,1
100967_2_001,1,1,0,0,0,0,0
24118_2_001,1,0,1,0,0,1,0
123431_2_001,0,1,1,0,0,0,0
163636_2_0361,0,1,0,1,0,0,0
9439_1_001,0,1,0,1,0,0,0
105471_4_001,0,1,1,0,0,0,1
T2972_2_001,0,0,1,0,0,1,0
IDP04389-1b,1,1,0,0,0,0,0
27221_2_001,1,0,1,0,0,0,1
idp90669a,1,1,0,0,0,0,0
95186_1_E1,0,0,1,0,0,1,1
xtal1rot.0001,0,1,0,0,0,0,0
142525_1_E1_0001,1,0,1,0,0,0,0
36626_1_E2_001,1,0,1,0,0,0,0
ucd10a,0,1,0,0,0,0,0
159752_1_E2_0001,0,1,1,0,0,0,0
IDP91778-11anob,0,0,1,0,0,0,0
91121_2_001,0,1,0,0,0,1,0
etc1-2,0,1,1,0,0,0,0
uuo1-8_1_001,0,1,1,1,0,0,0
HBY5_8_1_001,0,1,0,1,0,0,0
144484_3_E1_0001,1,0,1,0,0,0,1
apc100707pk1.0001,0,1,0,1,0,0,0
34502_1_E1_001,1,0,1,0,0,0,0
77848_2_001,0,1,1,0,0,0,0
qoj5-1,1,1,0,0,0,0,0
2715_2_001,0,0,0,0,0,0,0
JHI9-8_5_001,1,1,0,0,0,0,0
12525_5_E1_001,0,0,0,0,0,0,0
apo-m3c4.0001,0,0,1,0,0,0,0
B8_1_001,0,1,0,1,0,0,1
APC234_Iy-28_1_0001,0,1,0,0,0,0,0
aik4-11_16_00001,0,1,0,0,0,0,0
19051_2_E2_001,0,0,0,0,0,0,0
72438_1_E2_001,1,0,1,0,0,0,1
48017_1_E2_001,1,1,0,0,0,0,0
26313_3_001,0,0,0,0,0,0,0
105616_2_001,0,0,1,0,0,0,0
52009_1_E2_001,1,0,1,0,0,0,0
zty0-8b,0,1,0,0,0,0,0
B1_1_E2_0001,0,0,1,0,0,1,0
131780_2_0001,0,1,1,0,0,0,0
53059_2_001,0,1,1,0,0,0,1
122331_1_001,0,0,1,0,0,0,1
88760_1_E1_001,1,0,0,0,0,0,0
31090_2,1,0,0,0,0,0,0
130568_2_001,0,0,0,0,0,0,0
257996g11_x0001,0,1,1,0,0,0,0
uqd2-1,0,1,0,0,0,0,0
38434_2_001,1,0,1,0,0,1,0
109942_2_001,0,1,0,0,0,0,0
idp01739-2_B,0,1,0,0,0,0,0
204838_1_E1_00001,1,0,1,0,1,0,0
IDP01493-J-4-C,0,1,0,0,0,0,0
169177_2_0001,0,1,1,0,0,0,0
u0_b2.0001,0,0,0,1,0,0,0
dapapo-newx1-zn-hr.0001,1,1,0,0,0,0,1
150864_2_0001,1,1,1,0,0,0,1
177797_2_E2_00001,0,0,1,0,0,0,0
195051_1_E2_00001,0,0,1,0,1,0,0
96723_2_E1,1,0,0,0,0,0,0
ter3-3,1,1,0,0,0,0,0
41487_2_001,1,0,1,0,0,0,0
104883_1_001,1,0,1,0,0,0,1
205027_1_E1_00001,0,0,1,0,0,0,0
199055_2_001,0,0,0,0,0,1,0
83131_2_001,1,1,1,0,0,0,0
IDP91947-1b,0,1,0,0,0,1,0
IDP01334_3egj.0001,1,1,0,0,0,0,0
TM1782B4_4_E1_001,0,1,0,1,0,0,0
11785_6_E2_001,0,0,0,0,0,0,0
169360_1_0001,1,1,1,0,1,0,0
91667_2_001,1,1,1,0,0,0,1
028011_sop6_f12d_1_0001,1,0,1,0,0,0,0
253954a9_x0001,0,0,1,0,0,0,0
qjz3-1,0,0,0,0,0,1,0
166946_1_E2_0001,0,0,1,0,0,0,0
B63_ok2,0,1,0,1,0,0,0
30484_2,1,0,0,0,0,1,0
idp1131_N1_A,1,1,0,1,0,0,0
144619_1_E1_0001,1,1,1,0,0,0,1
168260_3_00001,0,1,1,1,0,0,0
21c10p2_4_001,0,0,0,0,0,0,0
25710_1,1,0,1,0,0,0,0
l-asp-m1c7eg.0001,1,0,1,0,0,0,0
93729_2_E1,1,1,0,0,0,0,1
194949_1_E2_00001,1,1,1,0,1,0,0
15167_2_E2_001,1,0,1,0,0,0,0
urac-ps2e5g-peak.0001,0,0,1,1,0,0,0
55002_2_001,1,1,1,0,0,0,0
143938_1_E2_0001,1,0,1,0,0,0,0
95613_2_E1,1,1,0,0,0,0,0
257345h12_z0001,1,1,1,0,0,0,0
9177_4_001,1,1,0,0,0,0,0
wmo4-1,0,0,0,0,0,0,0
15758_3_001,1,0,1,0,0,0,0
117956_2_E2_001,1,0,1,0,0,0,0
69423_4_001,1,0,1,0,0,0,0
e3_2.0001,0,1,0,0,0,0,0
60211_1_E1_001,1,0,0,0,0,0,0
191165_2_00001,1,0,1,0,1,0,0
IDP91046-2b,0,1,0,0,0,0,0
111501_1_E2_001,1,1,1,0,0,0,0
117937_1_001,1,0,1,0,0,0,0
cps-044-6_1_001,0,0,1,0,0,0,0
144591_1_E2_0001,1,1,1,0,0,0,0
265160h9_z0001,0,1,1,0,0,0,0
159450_1_E2_0001,1,1,1,0,0,0,0
idp01828f,0,1,0,0,0,0,0
207747_2_001,1,0,0,0,0,0,0
51451_1_E1_001,1,0,1,0,0,0,0
dataset,0,1,1,0,0,0,0
125499_1_E1_001,1,0,0,0,0,0,0
uqf3-6,0,1,0,0,0,0,0
123244_1_E1_001,1,1,1,0,0,0,0
28086_17_E2_001,1,0,1,0,0,0,0
53-a4-2-1-peak1.0001,0,1,0,0,0,0,0
85482_1_E1_001,1,1,1,0,0,0,0
38434_1_E1_001,1,0,1,0,0,0,0
209884_2_00001,1,0,1,0,1,0,0
b3zn-far2-2.0001,0,1,1,0,0,0,0
NY19_2set8,1,1,0,0,0,0,0
149204_1_E2_0001,0,0,1,0,0,0,0
81762_2_001,0,1,0,0,0,0,0
207234a9_z0001,0,1,1,0,1,0,0
120427_1_E1_001,1,0,1,0,0,0,0
56883_2_001,0,0,1,0,0,0,0
por2-10,0,1,0,0,0,0,0
236774g7_x1001,1,1,1,0,0,0,0
192523_1_00001,1,0,1,0,1,0,0
53076_1_E2_001,0,1,1,1,0,0,1
119241_1_E2_001,1,1,1,0,0,1,0
IDP90687-1b,0,1,0,0,0,0,0
64991_1_E1,0,1,0,1,0,0,0
IDP90718_3N4J.0301,0,1,0,1,0,0,0
idp91458_4E6Y.0001,0,1,0,0,0,0,0
opk4-15_1_00001,1,1,0,0,0,0,1
xnk3-1,0,1,0,1,0,0,0
149915_2_0001,1,1,1,0,0,0,1
82007_2_E2_001,1,1,1,0,0,0,1
57205_2_001,1,1,1,0,0,0,0
GW0004-1,1,1,0,0,0,0,0
177797_1_E1_00001,0,0,1,0,1,0,0
143230_2_0001,1,1,1,0,0,0,0
NiPiminD1.0001,0,1,0,0,0,0,0
174571_1_E2_00001,1,0,1,0,0,0,0
75674_2_001,0,1,0,0,0,1,0
60479_1_E1_001,1,0,0,0,0,0,1
tkx9-1,0,1,0,0,0,0,0
125749_1_001,1,1,1,0,0,0,0
89651_2_001,0,0,1,0,0,1,0
17820_2,0,1,1,0,0,0,0
82750_1_001,1,0,1,0,0,0,0
57076_2_001,0,1,0,0,0,0,0
198720_1_00001,0,1,1,0,1,0,1
idp91375b,1,1,0,0,0,0,0
180831_2_00001,1,1,0,0,0,0,0
195329_1_00001,0,0,1,1,1,0,0
266003f3_y0001,0,1,1,0,1,0,0
187252_101_001,1,1,1,0,0,1,0
apc103684b,0,1,0,0,0,0,0
idp01892a,0,0,0,1,0,1,0
OTH0608-2,0,1,0,0,0,0,0
29928_1_E1_001,1,0,1,0,0,0,0
dnj9-4,1,0,0,0,0,0,0
186573_2_E1_001,1,0,1,0,0,0,1
232847a8_x0001,1,1,1,0,1,0,0
IDP90793B_PKa.0001,1,1,0,1,0,0,0
xhs1-4,0,1,0,1,0,0,0
idp90604_3Q0I.0001,1,1,1,0,0,0,0
135840_3_0001,0,1,0,1,0,0,0
x1.0001,0,1,0,1,0,0,0
17141_1_E1_001,1,0,1,0,0,0,0
32736_1_E1_001,0,0,1,0,1,1,1
169077_2_0001,1,1,1,0,0,0,1
jqg8-7_8_001,0,1,1,0,0,0,0
19051_1_E1_001,1,1,1,0,0,0,0
26257_2_001,1,1,0,0,0,0,0
263060b2_y0001,0,1,1,0,1,0,1
irk0-1_1,0,1,1,0,0,0,0
96456_1_E2,1,1,1,0,0,0,1
162366_2_001,0,0,1,0,0,0,1
idp95107-1sm-cut-a_1_2_1,0,1,0,1,0,0,0
x4m-pk-plus.0001,0,1,0,0,0,0,0
133645_1_E1_00001,1,0,1,0,1,0,0
11504_3_001,0,1,0,0,0,0,1
81567_1_E2_001,0,1,1,1,0,0,1
xck3-10,0,1,0,0,0,0,0
kur4-6,0,0,0,0,0,1,0
1246HR_3_001,1,0,1,0,0,0,0
roi5-1,0,0,0,1,0,1,0
gw004-2b,0,1,0,0,0,0,0
64790_2,1,1,1,0,1,0,0
151759_1_E2_00001,1,0,1,0,1,0,0
188547_1_E1_001,0,1,0,0,0,0,1
171934_2_001,1,0,0,0,0,1,0
12c21p2_4_001,0,0,1,0,0,0,0
192464_1_E1_00001,1,0,1,0,1,0,0
180723_1_00001,0,0,1,0,1,1,0
100666_2_001,0,1,0,0,0,0,0
169771_1_E1_001,0,1,0,0,0,0,0
34621_1_E2,0,1,0,0,0,0,0
91610_2_001,1,1,1,0,0,0,0
8591_4_001,0,0,0,0,0,0,0
e6_9.0501,1,1,1,0,0,0,0
117367_1_E1_001,1,1,1,0,0,0,0
IDP05410-4,1,1,0,0,0,1,0
10175_2_001,0,0,0,0,0,1,0
47595_2_001,1,0,1,1,0,0,0
113277_2_E1_001,0,1,1,0,0,0,1
IDP1765_PK.0001,1,1,0,0,1,0,0
165284_2_0001,0,1,1,0,0,0,0
55408_2_001,1,1,1,0,0,0,0
150702_1_E1_0001,0,1,0,0,0,0,0
10181_1_001,0,1,0,0,0,0,0
53083_2_E1_001,1,1,0,0,0,0,0
175120_2_00001,1,1,1,0,0,0,0
IDP05262M3B3_PKa.0001,0,1,0,0,0,0,0
bbt8-3,0,0,0,0,0,1,0
27032_1_E2_001,0,1,1,0,0,1,0
30215_1_E2,1,1,1,0,0,0,0
37523_1_E1_001,1,0,1,0,0,0,0
205979_1_E1_00001,0,0,1,0,0,0,0
63506_1_E2,0,1,1,0,0,0,0
132092_2_00001,1,0,1,0,1,0,0
NAD-srC1suc.0001,0,0,0,0,0,1,1
60576_1_E2_001,1,1,0,0,0,0,1
ANT_7HTmethyl_xtal1_1_0001,0,0,1,0,0,0,0
16430_1_E1_001,0,1,1,0,0,0,1
113239_1_E1_001,0,1,1,0,0,0,0
123595_2_001,1,1,0,0,0,0,0
112306_1_E1_001,0,0,1,1,0,0,0
91629_1_E2_001,0,1,1,0,0,0,1
34325_1_E2_001,0,1,0,0,0,0,0
159940_1_E1_00001,0,0,0,0,0,0,0
obr5-7,0,1,0,1,0,0,0
173195_2_00001,1,1,1,0,1,0,0
36121_2_001,1,0,1,0,0,0,0
ecq0-5,0,1,0,0,0,0,0
25129_1_001,1,0,1,0,0,0,0
pzu9-6_1_001,0,1,1,0,0,0,0
qnf2-9,0,1,0,1,0,0,0
107066_1_E2_001,0,1,1,0,0,0,1
JY4010001,0,0,1,0,0,0,0
idp90163i,1,1,0,0,0,0,0
167255_1_E1_0001,1,0,1,0,0,0,0
112290_2_001,1,0,1,0,0,0,0
267315h1_x0001,0,1,0,0,0,0,0
7275_3_001,1,1,0,0,0,0,0
kam_3_3_s2,0,1,0,0,0,0,0
anomalous_IDP04293-1,0,1,0,0,0,1,0
253960h9_hr_y0001,1,1,1,0,1,0,0
117274_1_E1_001,1,1,1,0,0,0,0
200046_1_00001,0,1,1,0,0,0,0
idp1254t,0,0,0,0,0,1,0
248957d5_hr_x0001,0,1,0,0,1,1,0
88650_2_001,1,0,1,0,0,0,1
11014_2_001,1,0,1,0,0,0,0
185823_2_001,1,0,0,0,0,0,1
173274_1_00001,1,0,1,0,1,0,0
lmr5-1,1,1,0,0,0,0,0
19092_1_E2_001,1,0,0,0,0,1,1
190798_1_00001,1,1,1,0,1,0,0
89078_1_E2_001,1,1,1,0,0,0,1
151759_4_00001,1,0,1,0,1,0,0
39246_1_E2_001,1,1,1,0,0,0,0
200401_102_PLP_M2_H4_data2.0001,0,1,0,0,0,0,0
157217_1_E1_0001,0,1,1,0,0,0,0
153223_1_E1_0001,1,0,1,0,0,0,0
147192_1_E2_0001,0,1,1,0,0,0,1
27025_2_001,0,1,1,0,0,0,1
100298_0_E2_001,1,1,0,0,0,0,0
IDP95667-3_000001,0,1,1,0,0,0,0
62506_2_001,0,0,0,0,0,0,1
91156_2_001,1,0,1,0,0,1,0
97429_1_E1,0,1,0,0,0,0,1
195015_1_E1_00001,1,1,1,0,1,0,0
15642_2_001,1,0,1,0,0,0,0
189701_2_001,1,1,0,0,0,0,1
56355_1_001,1,0,1,0,0,0,0
152847_1_0001,1,0,1,0,0,0,0
ekd3-3,0,1,0,1,0,0,0
idp90570-n2_B,1,1,0,0,0,0,0
185723_2_001,0,1,0,0,0,0,1
puck34-2_13,0,1,0,0,0,0,0
90419_3_001,1,0,1,0,0,0,1
187252_1_001,1,1,1,0,0,0,1
153348_1_E1_0001,1,0,1,0,0,0,0
138148_1_E2_0001,0,1,1,0,0,0,1
35256_2,1,0,0,0,0,0,0
19466_1_E1_001,0,1,0,0,0,0,0
163446_2_0001,0,1,0,0,0,0,0
143138_1_E1_0001,1,0,0,0,0,0,0
ESR0-7_1_001,0,0,0,1,0,1,0
fuw7-9,0,1,0,0,0,0,0
1100-6_B,0,1,0,0,0,0,0
va-3-3_f,1,1,0,0,0,0,0
Mtb_trp_addG1_eg_Ser_data_00000,0,1,1,0,0,0,0
66873_2_001,1,1,1,0,0,0,0
159700_2_0001,0,1,0,0,0,0,1
IDP90793E7_PKa.0001,0,1,1,0,0,0,0
109125_1_E2_001,1,0,1,0,0,0,0
170434_1_E2_001,0,0,0,0,0,1,0
50086_1_001,1,0,1,0,0,0,1
INDA4sucr-peak.0001,0,1,0,0,0,0,0
258195e1_y0001,1,1,1,0,1,0,0
183844_1_E1_00001,1,1,0,0,1,0,0
WKY6_11_1_001,0,1,0,0,0,0,0
tyra_heme9_3_001,0,1,0,0,0,0,0
168206_1_E1_0001,1,1,1,0,0,0,0
199091_2_001,1,1,0,0,0,0,0
25c22p3_1_E2_001,0,0,0,0,0,0,0
40245_1_E1_001,0,1,1,0,0,0,0
248067c1_x0001,1,0,1,0,0,0,0
idp00355c,1,0,0,0,0,1,0
81932_1_001,1,1,0,0,0,0,0
IDP91967-3b,0,0,1,0,0,0,0
rmz1-14_1_001,0,1,1,0,0,0,0
TgOAT-oxy-con-105-c_1_3_10,0,1,0,0,0,0,0
123621_1_E1_001,1,0,1,0,0,0,0
rhw0-7,0,1,0,1,0,0,0
138499_1_E1_0001,0,1,0,0,0,0,0
37842_1_E1_001,0,1,0,0,0,0,0
9629_3_001,1,1,1,0,0,0,0
K16_ok2,0,0,0,0,0,0,0
121474_1_001,0,1,1,0,0,0,0
115442_1_E1_001,0,0,1,0,0,0,0
idp00629_3QJG.0301,0,1,0,0,0,0,0
Z28928862nat2_13Jul16_collect_0001,0,0,1,0,1,0,0
NADPINDG2gly.0001,0,0,1,0,0,0,0
114518_1_E2_001,1,1,1,0,0,0,1
161645_1_E2_001,1,1,0,0,0,0,0
11785_5_E1_001,0,0,0,0,0,0,0
cps-044-7_1_001,0,1,0,0,0,0,0
108765_1_001,1,1,1,0,0,0,0
IDP05184Mut3_B.0001,1,1,0,0,1,0,0
106730_1_E2_001,1,1,0,0,0,0,1
17403_1_001,0,1,1,0,0,0,1
unk-6a,1,0,0,1,0,1,0
idp00699a,0,0,0,0,0,1,0
10584_4_001,0,1,0,0,0,0,0
165832_1_E1_0001,0,0,0,0,1,0,1
puck-031-16_16_001,0,1,1,0,0,0,0
84799_1_E1_001,0,1,1,0,0,0,0
156406_1_E2_0001,1,0,1,0,0,0,0
idp90574-3,1,1,0,0,0,0,0
Miko1-2_s,1,1,0,0,0,0,0
omx7-10,1,1,0,0,0,0,0
2997_3_001,0,1,1,0,0,0,0
192464_1_E2_00001,1,0,1,0,1,0,0
T1855_5_001,0,0,0,0,0,0,0
151759_1_E1_00001,1,0,1,0,1,0,0
14867_2_E2_001,1,0,1,0,0,0,0
